content_id,content,价格,内饰,动力,外观,安全性,操控,油耗,空间,舒适性,配置
5Oj3uFPhREd7pmqX,这么贵的价格跟脱保又有啥区别    ,0,9,9,9,9,9,9,9,9,9
5OqVzA83NW72GKt6,买s3主要是因为价格相对便宜，加速和内饰好点，我留着se的话s3可能会让给家人开了,1,1,1,9,9,9,9,9,9,9
5PNRZnmQL20JzlBI,1989年的时候就开始力狮配备涡轮发动机？,9,9,0,9,9,9,9,9,9,9
5PRu82kSFnNJVC6m,价格OK，什么时候提车。    ,1,9,9,9,9,9,9,9,9,9
5PWtQJ6G2UbXNsE1,你说这种话才是笑喷 这种赛道多弯短程 加速快作用并不大，关键看的车的综合素质。（加速7.6S的思域 成绩是1分06秒） 都说森林人那么牛逼，坐等1分04秒的森林人出现哦 最后再给你一张图，这是传说中操控无敌的森林人？       ,9,9,9,9,9,-1,9,9,9,9
5Ph7TS26pBIOG8ru,楼主现在汽车行业的做工也就这样吧，很多汽车的地板都是用手撕的，边都不齐,9,-1,9,9,9,9,9,9,9,9
5Q9gPXtIWdswMLx8,我的不严重也不碍事所以就没管它，设计问题，那块塑料里面是空的，正好又是后排安全带扣的位置，压力一大容易断    ,9,9,9,9,9,9,9,0,9,9
5QE2UhKjolZ6fJV3,85000只换了一对轮胎，电瓶检测还有75%，刹车10万没问题。你那是路况太差了吗？   ,9,9,9,9,9,9,9,9,0,9
5Qlf0OSMRTpX9I8x,过湾开那快干啥？4，5十就行了。弯道过了再加速不迟，咱又不是开赛车的。反正我觉得这车的操控很好了   ,9,9,9,9,9,1,9,9,9,9
5R0ZoOdv8H2MNGgt,楼主还在吗，同在上海，想咨询一下家用首辆车，到底是买森林人还是力狮好？如果森林人，2.0的动力够用吗？谢过了先,9,9,0,9,9,9,9,9,9,9
5RXZlCpwFgArTYIo,对，路上的情况不可能让你一直跑150码，上彼丢油110左右上，下坡均速加到150码，让后一直跑下去，而且我是空载的情况下，如果长期加急油跑150油耗基本上到了9个多油，其实8个油和9个油区别又大了多少？一箱油也就多了一包烟，没必要上岗上线，我只是想表达小森还是很不错的     ,9,9,9,9,9,9,0,9,9,9
5Rf0CxJzMbaBkIXs,真是这样，我之前后备箱附近有异响，过了一段时间，不响了    ,9,9,9,9,9,9,9,9,-1,9
5RxAjGZFeMr8ETd3,yyp卖的就这个牌子的刹车皮，垃圾,9,9,9,9,-1,9,9,9,9,9
5S2H6YFAI1CphO78,16豪华2.5，目前不烧，毕竟才1万2千公里。   ,9,9,1,9,9,9,9,9,9,9
5SuJ46kC8vEIwqUX,完全没有可比性的两款车。途观，属神牌，国籍出身高贵，配置高，动力强，外观有面子，内饰经典森林人，小众***丝品牌，国籍出身低贱，配置低，动力一般，外观不符合国人审美，内饰简陋森林人比途观多出的是:操控、视野、四驱、可靠性，这俩车风格完全不同，不知你纠结在哪。,9,-1,1,1,9,0,9,9,9,1
5SyNTl7CDYrI6bjL,内饰颜色是可选的吧？我记得只有最高配才能选内饰颜色,9,0,9,9,9,9,9,9,9,9
5T8IBHy9z1qajRGw,es对于老司机来说作用大吗？我在2.0时尚和2.5至尊间徘徊，看中獠牙外观，对动力没追求，但2.0没有es又有点纠结，2.5至尊又超出预算比较多。   ,9,9,0,0,9,9,9,9,9,9
5Ti2NPo9OdM1pY7B,OK，不着急。正在等xc40上市，目前s60l和Q3价格都还不错，预算25万，犹豫中…,0,9,9,9,9,9,9,9,9,9
5TjADNyE8LH2uzU7,是防火材料吗？增加隐患,9,0,9,9,9,9,9,9,9,9
5Tp1XtFiS2KH8IcQ,其实没有30万，想入2.0乞丐版感觉配置都够了，对自动头灯和雨刷无爱,9,9,9,9,9,9,9,9,9,1
5Tq1aOFrn9KcGIQs,我都开过，动力及地盘都是森好    ,9,9,1,9,9,1,9,9,9,9
5UXKIBOQal1Tvsg0,2.0的发动机，不建议换，换大的，动力跟不上,9,9,-1,9,9,9,9,9,9,9
5UblKFH6poGQiwIh,我一个车友已经趴窝了，拖底之后电脑自动保护cvt轮子都不转，发动机怎么踩都1700转，拖车一带劲四个轮子又正常了    ,9,9,0,9,9,9,9,9,9,9
5UobJPLu8p4kKE6N,空气空调滤芯自己换就成，假货怎么了，就个过滤空气用的，我淘宝买了一箱，平均1个不到20块，反正3月一换，不管脏不脏，自己动手5分钟,9,9,9,9,9,9,9,9,0,9
5UrRyo10O6DpvPzF,假如你不小心把导航打开了，直接拔导航卡就不会有声音了，你可以选择插回去也可以选择不插    ,9,9,9,9,9,9,9,9,9,0
5UuyNXsgpze9wlK3,我换的是东洋的235 55 18   ,9,9,9,9,9,0,9,9,9,9
5WTcXD0HKPu7nLF1,楼主你好！机油超过上线不可以的，会增加油耗，建议楼主去找人抽出来，达到标准位置。,9,9,9,9,9,9,0,9,9,9
5WpfaOhv4LIGeU0C,带个A的应该是A里程的平均油耗，也就是小计里程的油耗，,9,9,9,9,9,9,0,9,9,9
5Wt32MroaQOxwBgk,正常的声音，不要害怕，几乎所有CVT的变速箱都有多多少少的这种声音，不是故障是正常的。,9,9,0,9,9,9,9,9,9,9
5X37qYkJsAaZQR4h,动力有这么差吗，没感觉啊   ,9,9,0,9,9,9,9,9,9,9
5XrCGe3ui8YTHUfL,倒车影像还能用吗？导航应该没了吧？    ,9,9,9,9,9,9,9,9,9,0
5XyLInBz7FhpDUPN,不平，座椅比后备箱高几厘米，傲虎才是平的,9,9,9,9,9,9,9,0,0,9
5YArPFMuzqad9pKV,楼主你要知道，换玻璃要把你车前风挡拆除后打胶，拆不拆车内饰我不知道，完了还有喷水测试是否漏水，虽然你新车有玻璃险，但你真的要这么折腾吗？你查查你当地有没有福耀玻璃店，那里补一个点200块，很专业。就算五百块，我也不想拆车。仅供你参考。,9,0,9,9,9,9,9,9,9,9
5YDfIqgKrZUHNRh8,30？？？ 疯了 换了SE，不管如何驾驶，油耗表都是16以上,9,9,9,9,9,9,0,9,9,9
5ZJHB8VfXwUdc2ON,所谓的烧机油并不会影响你周期保养之间的正常使用啊,9,9,-1,9,9,9,9,9,9,9
5ZW0LY3bD6PV1kON,上个礼拜，刚刚去做了6万公里的保养，跟我说按照保养手册要换火花塞，我说好，那就换，结果付钱的时候一看光换个火花塞材料加工时就要1000块，我说怎么这么贵，4S说因为是水平对置发动机。我就笑了～   ,9,9,0,9,9,9,9,9,9,9
5aHwYLUMlGcP4sIN,Rav4不是全时四驱，不是整体进口，离地间隙低，重心高，视线比森林人差，操控比森林人差，转弯半径比森林人大，除了这几个缺点，还是很不错的,9,9,9,9,9,-1,9,9,9,9
5aky9JcZVmfIbt4g,有个可能：后排中间坐的安全带,9,9,9,9,9,9,9,0,9,9
5aluHjszwXmYfn96,看前脸，接近角比现在貌似又小了。,9,9,9,0,9,9,9,9,9,9
5atouFw1VJ0dA4QL,还没出来 我都知道 内饰 外观的变化了我肯定不如现款 可能会有 eyesight    ,9,-1,9,9,9,9,9,9,9,9
5bHosLwte13Ac7vK,有意思，三菱的进口帕杰罗什么价格?,0,9,9,9,9,9,9,9,9,9
5bK1tDapXe9wjEHT,这个是高速空气扰流，减少噪音的,9,9,9,9,9,9,9,9,0,9
5bPtFpZmAN8EK09T,夏天满载空调上高速动力会感觉不够，个人认为如果预算够用还是选个2.5的吧，油耗差不多,9,9,0,9,9,9,0,9,9,9
5bq6M7uVnX3hLUFm,刚出现，25000保养完出现的，高速行驶的时候有这种声音    ,9,9,9,9,9,9,9,9,0,9
5cMIbiUrLS18WNaF,后座放倒，拆开尾箱和座位相连的带绒的内饰板，都是卡子固定，松垮垮的好拆得很。,9,0,9,9,9,9,9,9,9,9
5cfMm0Trvb3onWzh,看看是不是副驾手套箱下面，伸脚那个地方，下面有块饰板，我当初是副驾中控台响是这里导致的，后来加了块海绵就好了！,9,9,9,9,9,9,9,9,0,9
5cr60QCaEqD9x3ob,你先到4S店去，把丢失的钥匙芯片给注销掉，然后再找个汽配城的钥匙店，找个在公安备案的钥匙店配就可以了，价格400元左右,0,9,9,9,9,9,9,9,9,9
5cyIpMTg6FXtn8Ri,提车其实简单点就好，首先外观检查，四条轮胎是否全新一致，全车仔细的看看有没有划痕，然后是车上的电器，所有灯光检查一遍，电动车窗、天窗、雨刮、中央门锁、油箱盖、音响、空调。发动车子，打开机盖，听听怠速发动机运转有无杂音，然后踩几下油门听发动机运转是否流畅！最后如果条件允许，可以要求4S给你把车升起来看看底盘有无刮伤和漏油，这些步骤都是简单省事的。,9,9,0,9,9,9,9,9,9,9
5dgEkKx7NvqjtbB9,自由光2.4L，很多人反馈动力不足，车重了，而且前脸那眼睛??实在难看,9,9,-1,-1,9,9,9,9,9,9
5e4xKq60SZmrW7Xh,导航卡多少钱？好用吗？求链接,9,9,9,9,9,9,9,9,9,0
5e7Nq0YnACk4bIVM,雷达你后配的吧？你可以选择不安装了，有图片没，你撞的还算轻，大灯没有事，大灯更贵,9,9,9,9,9,9,9,9,9,0
5eHkvRLS3qZM0Tfs,"""我不是占沙发，是谈体会……本人非水军！神农架的山，是华中主峰，神农顶海拔三千米以上，过了神农""""架，往东再无高山，是中国地形第二阶梯。我开低配白森爬这山有三次了，动力绵延不绝。加速、上坡、过特急弯，与在城区行驶豪无区别！今天初次用s功能，两个字:爽！前天还在武当景区大山泥地陡坡上用了MXD功能，也是三个字:爽！当然油耗已7.4了。不过下山时会回到7.2或7.0以下的！""",9,9,1,9,9,9,9,9,9,9
5eLgkz9RhjGnPAB3,2.0完全够用了140之内还可以爬坡除外，140之后加速就不要指望有什么好的表现，除了慢还是慢我最高跑过180，2.0森林人加速还没有我以前的锋范爽,9,9,0,9,9,9,9,9,9,9
5enAIzsqDpHmUST0,真心开过森林人的车主 都不会觉得2.0不够用 森林人的2.0动力比合资车同排量强很多 例如奇骏      ,9,9,0,9,9,9,9,9,9,9
5f2GYnRN9MX6JVIK,支持维权，中国用户看中斯巴鲁就是耐用和安全，既然有问题必须认真对待中国客户   ,9,9,9,9,0,9,9,9,9,9
5fh8UIAzQyROtScr,前脸好像不是2016款的啊！S是运动模式，点一下会有滴的一声响，然后车就跟打了鸡血样的浑身强劲得很！I是普通模式，默认的那种。我的2.0L动力在哪个路上都很有劲的，你的2.5更不用说啦！   ,9,9,1,9,9,9,9,9,9,9
5ghUvDu12pYczasw,冰雪地好一点，但急加速或急刹车还是会很滑。另外刹车也是硬伤，不是雪地胎的话，最好留够安全距离。,9,9,9,9,0,9,9,9,9,9
5glIOm4fAdGRujsv,这是15款2.0特装版的 或者是2.0T的车型 导航就是这样的,9,9,9,9,9,9,9,9,9,0
5hKcW1BIrogldxm4,森林人操控感可以，因为发动机重心低，偏轿车范儿，但是隔音差些，毕竟玻璃大，底盘高；试驾出真理,9,9,9,9,9,1,9,9,-1,9
5i3X7kumMl1VO9jd,我还有2小格的时候去加油，92的加200块都快能加满啊！,9,9,9,9,9,9,0,9,9,9
5iYHodhey0UtF72v,网上采购或者去汽车装饰店，买一瓶内饰专用清洗剂，，抹布一擦就干净了，，，,9,0,9,9,9,9,9,9,9,9
5icnadFCRwXpS02l,一部车而已，本身就是代步工具，非要扯到爱国上去，有意思吗？买国产车的人真的都是为了爱国吗？恐怕很大一部分的人都是因为价格的因素吧。,0,9,9,9,9,9,9,9,9,9
5iqjWM8RBNZ9zAJV,个人感觉，欧蓝得舒适性要好一些，奇峻不推荐，探界者新车型，可能会不稳定，雪弗兰本身就不稳定。关键....你的困扰在最后60公里烂路，森林人全时四驱，后双叉臂，陡坡缓降，上坡辅助，膝部气囊，这些会对你帮助很大，这些理由够充分吗？haha,9,9,9,9,9,9,9,9,0,9
5jAHCLsnVwgf9oZz,整个过弯过程中，动力是怎么前后左右四个轮子上主动控制的斯巴鲁有相关技术吗？如果有，求链接？,9,9,0,9,9,9,9,9,9,9
5je6w3aHtsETP4xF,你这个思想放前些年可能有点道理，但现在完全不是了。现在的SUV加速操控都不弱，并不是原来那样的。,9,9,0,9,9,1,9,9,9,9
5jmzu4U8lQqD3dkR,八月底提的车，优惠了2.2万，还可以还！坐标：江苏南通,0,9,9,9,9,9,9,9,9,9
5kdcfL8w3o9zPpOu,不用想着去修了，我的18款也7000公里了，后备箱，中控台，前后门，座椅都有响声了，每天都安慰自己，这是正品这是正品……,9,-1,9,9,9,9,9,9,9,9
5ktN1fFhrJyTGY07,这不是挺好吗？这才能彰显斯巴鲁车主的尊贵身份啊，我希望一个灯卖5万，这样搞6个灯就可以抵得上一辆原厂的价格了,0,9,9,9,9,9,9,9,9,9
5kxqWrGvl1DsP3IF,你说的这些和性能有啥关系。。,9,9,0,9,9,0,9,9,9,9
5lGUVgWZ9RSMz2Ti,你这导航……好尴尬啊，  凑合用吧，当然换好的给我个链接我也换      ,9,9,9,9,9,9,9,9,9,0
5labmWvxAMLd6z1k,那个USB是用来插U盘听歌的，要充电的话从中控下方或者扶手箱引出即可,9,9,9,9,9,9,9,9,9,0
5mLcCU1yoOFbHg9z,哇，全系侧方影像啊，不错不错,9,9,9,9,9,9,9,9,9,1
5mS0tbnWUIdsHDGE,这个款的车，应该是配的cvt的变速箱了吧？不管at的变速箱还是cvt，都有变速箱锁止的事儿，有时是锁止了，转速上的慢，有时是解除锁止了，转速上的快。,9,9,0,9,9,9,9,9,9,9
5mqeVh3BkTiMNptL,cvt烧个卵离合糊味新车的时候都有 爬坡发动机温度高 缸盖上的海蜡挥发了而已 屁大点事,9,9,0,9,9,9,9,9,9,9
5mw0qZXPD41sLCxc,好没意思！你怎么不拿奇瑞QQ和X5比呢？价格一样吗？一看就知道是个没水平的人！,0,9,9,9,9,9,9,9,9,9
5n4MPlvGLrCcS7iN,斯巴鲁修车没这么贵吧，最近给朋友修a8，怠速抖动提速慢，大修过好几次都没好，维修价格真是寒心呀，都快买一辆森林人了。,0,9,9,9,9,9,9,9,9,9
5n7FK4heAlzOoRbf,首保不管什么油就用着吧，二保以后我是直接在4s店换了金壳，虽然也要5000公里换，但值。噪音，振动，油耗都比白桶好。,9,9,9,9,9,9,1,9,1,9
5oDAJguTBx0LNdI7,我是说4000多买终身免费小保养价格可以，不是说车价诱人，请问兄弟是哪里的？    ,0,9,9,9,9,9,9,9,9,9
5ot240Jjzu18xcGi,水平对置发动机也会烧机油,9,9,-1,9,9,9,9,9,9,9
5pTd7E8e9bxDmKG2,SE油耗综合油耗从来没有超过10.6,9,9,9,9,9,9,0,9,9,9
5qJF2n7uN8Cv0hXT,楼主没开过森林人吧，怎么自我感觉那么好？山路弯道我开手动森还没遇到过敌手呢，全时四驱可不是做摆设用的。,9,9,9,9,9,0,9,9,9,9
5qcLuKOHrfPep7WU,应该如二楼说的原因，我记得有两次我没踩刹车直接把档把从N换成了D,9,9,9,9,0,9,9,9,9,9
5qehPY3OSHIU4LBl,那破车你都不知道？那内饰，那方向盘，开几年更破，除喇叭不响到处都响,9,-1,9,9,9,-1,9,9,9,9
5qknCa9IFGZx3TWX,蝎子是倍耐力的啊，你找倍耐力蝎子应该就能找到，我是之前网上看到的，胎花不错，然后去轮胎店买的，价钱没啥大区别    ,0,9,9,9,9,9,9,9,0,9
5rJuMtQDNVHInmLb,为什么导航放不了mp4格式视频，应该是什么格式呢,9,9,9,9,9,9,9,9,9,0
5rbq3VMzDnSBCvaN,森 2w3-3w7 途观2w5-3w7 价格差不多 途观在美国销量惨淡口碑也不好。 斯巴鲁在北美维护成本比较低 安全性能好油耗也比途观低 途观在美国保值率明显不如森   ,0,9,9,9,9,9,0,9,9,9
5rde320kvBDIaECN,10款的车型没有腰部支撑，空调面板下面的12v电源就是点烟器插座，需要配一个点烟器原车不带点烟器。,9,9,9,9,9,9,9,9,0,9
5ruiZmXdgC7NaVwq,高了，至少优惠两万，望采纳……,0,9,9,9,9,9,9,9,9,9
5s3QUFfkw0zEBTHq,谢谢，分析的很到位，选定2.5特装，主要是老婆不喜欢黑内饰   ,9,1,9,9,9,9,9,9,9,9
5sEPrbLAjU4VvwDY,对对，哈哈，现在价格优惠了，划算呀。    ,0,9,9,9,9,9,9,9,9,9
5spBJCx1948nvdVg,您这个油耗比我好多了！,9,9,9,9,9,9,0,9,9,9
5sxLQVHgwyDNTneY,用了10-11年应该是老老老森，不是这代发动机，这代发动机还没有用那么久的，不好说。话说意呆利采购了些森做警车和救护车，中网是16款的，欧版没獠牙单排气的估计就是自吸的FB发动机了。要是质量差不耐用最好还是退货给鬼子，用自己的牛马粪叉多拉风，以前不是说欧洲人看不起岛国货？他们zf当官的，这回怕是吃了回扣了吧     ,9,9,0,9,9,9,9,9,9,9
5t9bYNuliVgBQRwF,我的车跑到6万后开始烧机油，跑3-4千公里开始报警，车里需要备机油了,9,9,-1,9,9,9,9,9,9,9
5tqIyjsJB8D7G9Qr,高速公路上120码定速巡航，森林人的主要噪音就是风噪。车内人员可以和平时一样声音大小谈话不受影响，司机与后排人员正常说话不受影响。,9,9,9,9,9,9,9,9,0,9
5uarzAJvB063Io29,我在等2025年的换代森林人 ，对于外观，只希望尾灯别变太多，超喜欢现款的尾灯，方方正正很硬气，总觉得一长溜的尾灯有点点娘,9,9,9,0,9,9,9,9,9,9
5uqzBWlfXa4sUhPj,非信仰别买斯巴鲁，对于国人来说属于性价比低的,0,9,9,9,9,9,9,9,9,9
5vEq31GcXTZ78Ium,正常的够呛，堵车路况排量越大越费油。,9,9,9,9,9,9,-1,9,9,9
5vxzPMuGWe8YjNhT,感谢楼主朋友的热心分享我的爱车不是底盘有异响刹车也不异响就是内饰里面会有，车内后视镜,9,-1,9,9,9,9,9,9,-1,9
5wFDBvSrny4kW609,FB系列发动机，这一代都是正时链条了。,9,9,0,9,9,9,9,9,9,9
5wecx2UZGK7I3nBb,另外和大家汇报一下，全车隔音我已经做了。第一肯定没有脱胎换骨的感觉。第二，在60码以上会有较明显的效果，80码像原来的60吗，100像80，120像100，大概就是这样。另外，厚重感和底盘声音确实舒服一些，不错，总体感觉是值得。一定要找专业店来做，价格贵一点都没关系，普遍在3千到4千元,9,9,9,9,9,1,9,9,9,9
5wu9GXR4IS3bfCJc,变速箱油封渗油，材料90，工时1000(′;︵;`),9,0,0,9,9,9,9,9,9,9
5xB3ctyLS6sgfOMT,什么价格拿下来的 我的7.6万   ,0,9,9,9,9,9,9,9,9,9
5xKGncOXybawhCF6,再补一发，视频里还有我的油耗，统计三千多公里的，大部分市区，均速18，平均油耗9.0http://www.bilibili.com/video/av22025835?share_medium=android&share_source=copy_link&bbid=5E28EDE5-D512-42B1-AF1D-0A78D51926EC16809infoc&ts=1528785224421    ,9,9,9,9,9,9,0,9,9,9
5xfCAPwFQDlt4Mq6,后面减震器用原车弹簧配蓝桶，确实软，舒适有余，欠缺点操控,9,9,9,9,9,-1,9,9,9,9
5ya9LlZrMuFUOqY2,森林人 烧机油 事实存在！,9,9,-1,9,9,9,9,9,9,9
5zy7nlWBZdvqIkR8,我的10款2.5的只能跑到180码即使再怎么加油也不往上走了，而且是下坡,9,9,0,9,9,9,9,9,9,9
61MCLH0I9wp3jK4Y,可以形容为 卡卡 哗啦 文字不好形容，总之长期关窗行驶基本听不到。 但肯定会造成烧机油等发动机问题。,9,9,0,9,9,9,9,9,9,9
62fqbnZKkxdUSXG0,你不等蓝灯灭就挂挡才会增加积碳，冷车启动差不多1800转怠速，温度上来后降到600-800转怠速，如果你立马挂挡走，怠速直接降到600-800但是温度没上来而且负载还增加了，积碳就多了，特别是天冷的时候。所以冷天热个5-8分钟车很正常，也是说明书上写明的。另外刹车就是前段比较软要踩深点，日系调教适应就好了。    ,9,9,0,9,9,9,9,9,9,9
63UOqAoN2ICxPWFr,11年11月出厂的森林人。基本上都是市里面开。油耗一直保持在11点左右。平常自己开车也挺随性。喜欢开快车,9,9,9,9,9,9,0,9,9,9
63zT0jxKvcVPknQh,我觉得储物空间真的不够.........飞度都比她好！但是这车的买点不是储物空间，而是车的操控及越野能力............,9,9,9,9,9,1,9,-1,9,9
641iREtsCzFPVlu7,选车主要是看自己需求，现在小森2.5和x1的1.5T价格也差不多。如果中长途比较多，偶尔烂路，经常多坐人的话，我还是喜欢偏舒适取向的车，太追求运动的话坐久了比较累，不过据说经常开坐运动风格的车，就能练出好腰力    ,0,9,9,9,9,9,9,9,0,9
64JuCsAPVEzHTq8U,难道我买了假的森林人？油耗都好很多,9,9,9,9,9,9,-1,9,9,9
65EOUCNT2alfhvMy,刹车油没少啊，在高线和低线中间呢    ,9,9,9,9,0,9,9,9,9,9
65LBbS4HK2PG0apY,16特装跑了多少公里啊？要换刹车片了？,9,9,9,9,0,9,9,9,9,9
678x3yLrpea0MAtq,2.5哪里算上大排量啊！！现在国家限制的都是4.6以上吧。。4S店的很多客服不如论坛靠谱！问她啥叫水平发动机都不见得说的清   ,9,9,0,9,9,9,9,9,9,9
67GOmupNBAe9wzJD,感谢这么详尽的指导，现在开14款明锐，1.4 dsg的版本，有车开，可以等。舒适性和安全性比较看中，这俩都不错。    ,9,9,9,9,0,9,9,9,0,9
68IB2Oq3jPWogF5w,哥们问一下，你这是用的什软件看的油耗？谢谢！,9,9,9,9,9,9,0,9,9,9
68iH7tGu4VIbwWEX,大灯可以换个大灯总成，你要换发动机的话！！！！所以，你考虑下以后在路上驰骋时的感受，个人还是推荐XT，在预算许可的情况下   ,9,9,0,9,9,9,9,9,9,9
68ljmN1Ly0sVgOSr,嗯嗯 我车有360全景影像 倒车有大屏显示之后停车动车都有短暂全景视频显示 就是不知道过窄路有没有开关控制全景视频显示 今天看朋友奇骏有这功能所以来请教各位    ,9,9,9,9,9,9,9,9,9,0
69h7RDejgCEkV1GW,能做到最大限度的少用刹车就能省油，至于后备箱的破东烂西也费不了多少油。,9,9,9,9,9,9,0,9,9,9
69v70lwAejGJBtUf,那车辆的性能配置太高了,9,9,9,9,9,9,9,9,9,1
6AXrSVnKNCUgLl43,车是好车，开坑坑洼洼的泥路非常给力，适合跑烂路。油耗不高，外表平淡无奇，平庸无比，内饰渣渣，不如5万块的国产车，视野超级好，调好座椅秒杀一切SUV。中国区的4S店只顾赚钱，不去建设品牌，导致售后服务差，配件被日本垄断，换件超级贵。以上就是优缺点，如果不在意平庸的外观和渣渣内饰以及高价配件和保有量，你可以考虑。,0,-1,9,-1,9,9,1,9,1,9
6BPU4labIFGRjuHe,我也才提的车，考虑过自由光、CRV、探界者、CDX，RAV选车时就没考虑过，外观内饰第一印象就不入眼，特别是那个屁股怎么看都不协调，车不要求有多漂亮，至少自己看起来要舒服。开起来怎样不知道，没试驾过。,9,9,9,0,9,9,9,9,9,9
6Bn4VUQ93cuoRPpi,我是2.5的，在高速超车是没问题的，我估计2.0在高速超车方面有点软。如果不经常跑高速，2.0刚合适，毕竟跑市区弄个大排量的车子油耗也挺高。    ,9,9,0,9,9,9,0,9,9,9
6BxK8MYfJdXvDsRQ,是税的问题吗，我觉得还是发动机烧机油。    ,9,9,-1,9,9,9,9,9,9,9
6CJAexKUMtBcq7zl,这机油不错，关键是价格，你先问问价格决定换不换。,0,9,9,9,9,9,9,9,9,9
6CYd3KQ2SxB5EqTv,实力真的是同价格二十多万的车型那些所不能比的。,1,9,9,9,9,9,9,9,9,9
6Cd2Kkm4gMfVpWt3,赶紧买吧，四代马上就停产，国内库存的也不多了，三代最后那段时间也没多大优惠。四代来说，优惠1.5万左右，就赶紧下手吧。,0,9,9,9,9,9,9,9,9,9
6CmBD1RHTMz5PZaA,我的空调每次启动都“喀嗒”一声，估计过不了多久就会出问题了,9,9,9,9,9,9,9,9,-1,9
6DByqFsdgXUaMu50,看中就买了，新款又不知等多久，优惠可能很少。     ,0,9,9,9,9,9,9,9,9,9
6DqeRZOoBmK9u1TP,实话说欧蓝德当初顶配有5座版的话，说不定我当初就定欧了！ 顶配只有7座版，结果搞得有点不伦不类了 而且驾驶感不如森，内饰质感很一般，手刹不顺手，整体来说也就10W级车的内饰水平～,9,0,9,9,9,9,9,9,9,9
6Dtjn80VmLsxadBA,不是一个类型的车啊。昂科威卖点是动力和空间。CRV卖点是皮实耐用，中庸，多功能。森林人卖点是操控和轻度越野。看你要什么。,9,9,0,9,9,0,9,0,9,9
6EBlDOMR0nPjIz5H,森仔吧，2.0不存在，动力够用。当然动力看你和谁比，森仔就是马力小，不善于急加速。力狮也好。如果不考虑空间问题，还可以考虑XV,9,9,9,9,9,9,9,0,9,9
6EIpnabLi47Hm0VB,没有换过刹车片，原厂的,9,9,9,9,0,9,9,9,9,9
6EXk1ZtIqxvKiGbL,兄弟这个刹车片装上后，不会像原装的那样嘎嘎的响吧   ,9,9,9,9,9,9,9,9,0,9
6EyCcepr2lFvaRGA,同款07年13万公里车主告诉你，我那台2.0姥姥森，比现款4，5年的2.0森林人或xv无论加速、爬坡绝不会落下风地     ,9,9,1,9,9,9,9,9,9,9
6FMslAfukBpR82Po,看路况，省道多平均油耗8-9，市区多11-12,9,9,9,9,9,9,0,9,9,9
6FskwRI4capiYjWv,之前烧机油大多数都是开了10多万公里才烧机油的，你的车还没到公里数，所以没有烧机油   ,9,9,0,9,9,9,9,9,9,9
6Fw8d0qDEibjhv5o,这车没办法，是到处响，我是5000多公里就开始后备箱响，这几天前面A柱也开始频繁响了，除非顶棚全拆了才能找到原因。,9,9,9,9,9,9,9,9,-1,9
6GXPYLv0ibIlStm1,发现傲虎后排座椅的包裹性设计，比森林人好那么一点点,9,-1,9,9,9,9,9,9,9,9
6H8Xqa15KdOz2SxM,四楼图片，在三角窗前面A柱位置，A柱接接缝处贴上密封条，也会减少风噪的。,9,9,9,9,9,9,9,9,0,9
6I83zm0vsgTDCGxW,这主要涉及到斯巴鲁是不是真的想把饼做大，还仅仅是维持在它希望维持的一个量就足够了，如果只为了维持一个既定的量，那斯巴鲁最后就不可能不控制价格来维持自己制定的利润    ,0,9,9,9,9,9,9,9,9,9
6IxXLTgaQuFyjH35,我是13款的，还在质保期，后备箱就有金属敲击的声音，市区平地不响，一颠簸就响，去店里师傅不确定在哪里，要解决的话就得全部拆了，包括顶棚，说是怀疑哪里有开焊的地方，我没让拆，拆完哪哪都是缝隙。。将就下了。现在莫名其妙的不响了。不知啥原因。,9,9,9,9,9,9,9,9,-1,9
6JGou81imptd3xlb,最下面这个颜色和光线还可以,9,9,9,1,9,9,9,9,9,9
6JfUQ4pKq8wG3hsx,欧蓝德没开过，不过感觉应该错不了，开过三菱的劲炫进口版，开起来很不错，操控比森不差，就是舒适性差点，减震略硬。,9,9,9,9,9,1,9,9,-1,9
6KY0xN9AhgSzPfOl,冷车还加速无力，踩油门，转速高，但车速起不来,9,9,-1,9,9,9,9,9,9,9
6KdjltkZ5PoVLNyA,跟我的一样，2.5豪华导航版，方向盘和中控可以看的出来。,9,9,9,9,9,0,9,9,9,0
6KfD7n3Ua2irkhX1,可能不少人是习惯了“德系”的踏板力度，比如油门前段虚位大、刹车前段贼灵敏，森则恰好反其道而行之。 我一开始也认为森的刹车比较软，经过了一段时间的适应，反倒觉得森的刹车脚感非常细腻，适合微操。 这一特点不仅在冰雪路面上意义重大，跟车时也悠哉悠哉。 话说回来，森的刹车成绩在网上都能找到，不算特别优秀但也一点不差，真要是觉得刹车软，使点劲儿踩呗。,9,9,9,9,1,9,9,9,9,9
6KfHMzBSDnjEJqkI,喜欢老款很简单，18款优惠真的不少了。另外，我看过RAV4的照片，没觉得外观比新款森好，北京车展新RAV4都没有拿出来展览，估计19年能开上就不错了,0,9,9,0,9,9,9,9,9,9
6Kgc0OVfQuSW9toU,而且冷启动声音可以用轰鸣来形容，热车相同的转速声音反而很好听，听说是鬼子在零下几十度装配的发动机，是否装配过于紧密不得而知。,9,9,0,9,9,9,9,9,9,9
6L1qgcZFXOnfmeMs,森是越野底盘好过傲虎底盘。,9,9,9,9,9,0,9,9,9,9
